f,u,n,d,a,$,COPY	f,u,n,d,a
e,w,s,$,COPY	e,w,s
e,w,s,$,V,SG,1,PST+RMT	n,g,a,e,w,s
l,u,a,$,COPY	l,u,a
l,u,a,$,V,SG,1,FUT	n,g,i,y,o,k,u,l,u,a
l,e,a,$,COPY	l,e,a
l,e,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,u,l,e,a
s,u,m,u,m,a,$,COPY	s,u,m,u,m,a
s,u,m,u,m,a,$,V,SG,1,PRS	n,g,i,s,u,m,u,m,a
s,u,k,m,t,a,$,COPY	s,u,k,m,t,a
s,u,k,m,t,a,$,V,SG,1,PST+RMT	n,g,a,s,u,k,m,t,a
i,c,k,u,m,a,$,COPY	i,c,k,u,m,a
i,c,k,u,m,a,$,V,SG,1,PST+RCT	n,g,i,i,c,k,u,m,e
s,u,d,s,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,s,u,d,s,m,a
s,p,k,j,m,a,$,COPY	s,p,k,j,m,a
s,p,k,j,m,a,$,V,SG,1,FUT	n,g,i,y,o,s,p,k,j,m,a
p,h,e,n,d,c,j,a,$,COPY	p,h,e,n,d,c,j,a
p,h,e,n,d,c,j,a,$,V,SG,1,PRS	n,g,i,p,h,e,n,d,c,j,a
p,h,e,b,d,u,l,a,$,COPY	p,h,e,b,d,u,l,a
p,h,e,b,d,u,l,a,$,V,SG,1,PST+RCT	n,g,i,p,h,e,b,d,u,l,e
p,b,l,n,d,k,g,a,$,COPY	p,b,l,n,d,k,g,a
p,b,l,n,d,k,g,a,$,V,SG,1,FUT	n,g,i,y,o,p,b,l,n,d,k,g,a
p,h,j,y,k,j,n,a,$,COPY	p,h,j,y,k,j,n,a
p,h,j,y,k,j,n,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,p,h,j,y,k,j,n,a
p,i,e,n,c,u,l,a,$,COPY	p,i,e,n,c,u,l,a
p,i,e,n,c,u,l,a,$,V,SG,1,PST+RMT	n,g,a,p,i,e,n,c,u,l,a
q,o,s,d,a,$,V,SG,1,FUT	n,g,i,y,o,q,o,s,d,a
q,b,n,d,a,$,COPY	q,b,n,d,a
q,b,n,d,a,$,V,SG,1,PST+RCT	n,g,i,q,b,n,d,e
y,o,n,i,a,$,COPY	y,o,n,i,a
y,o,n,i,a,$,V,SG,1,PRS	n,g,i,y,a,y,o,n,i,a
q,w,n,d,s,$,COPY	q,w,n,d,s
q,w,n,d,s,$,V,SG,1,FUT+IMMED	n,g,i,z,o,q,w,n,d,s
q,c,z,i,a,$,COPY	q,c,z,i,a
q,c,z,i,a,$,V,SG,1,PST+RMT	n,g,a,q,c,z,i,a
b,t,n,w,s,a,i,a,$,COPY	b,t,n,w,s,a,i,a
b,t,n,w,s,a,i,a,$,V,SG,1,PST+RMT	n,g,a,b,t,n,w,s,a,i,a
b,o,n,j,u,a,l,a,$,COPY	b,o,n,j,u,a,l,a
b,o,n,j,u,a,l,a,$,V,SG,1,FUT	n,g,i,y,o,b,o,n,j,u,a,l,a
b,o,n,a,h,a,g,a,$,COPY	b,o,n,a,h,a,g,a
b,o,n,a,h,a,g,a,$,V,SG,1,PRS	n,g,i,b,o,n,a,h,a,g,a
b,w,g,k,e,a,l,a,$,COPY	b,w,g,k,e,a,l,a
b,w,g,k,e,a,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,b,w,g,k,e,a,l,a
b,o,n,a,k,a,l,a,$,V,SG,1,PST+RCT	n,g,i,b,o,n,a,k,a,l,e
c,w,a,l,j,s,a,$,COPY	c,w,a,l,j,s,a
c,w,a,l,j,s,a,$,V,SG,1,PST+RCT	n,g,i,c,w,a,l,j,s,e
c,d,m,s,l,b,a,$,COPY	c,d,m,s,l,b,a
c,d,m,s,l,b,a,$,V,SG,1,PRS	n,g,i,c,d,m,s,l,b,a
c,p,a,j,w,g,a,$,COPY	c,p,a,j,w,g,a
c,p,a,j,w,g,a,$,V,SG,1,PST+RMT	n,g,a,c,p,a,j,w,g,a
c,n,e,s,i,s,a,$,COPY	c,n,e,s,i,s,a
c,n,e,s,i,s,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,c,n,e,s,i,s,a
c,d,a,s,i,s,a,$,COPY	c,d,a,s,i,s,a
c,d,a,s,i,s,a,$,V,SG,1,FUT	n,g,i,y,o,c,d,a,s,i,s,a
h,l,a,m,g,j,n,a,$,COPY	h,l,a,m,g,j,n,a
h,l,a,m,g,j,n,a,$,V,SG,1,PRS	n,g,i,h,l,a,m,g,j,n,a
h,l,y,n,q,b,n,a,$,COPY	h,l,y,n,q,b,n,a
h,l,y,n,q,b,n,a,$,V,SG,1,PST+RCT	n,g,i,h,l,y,n,q,b,n,e
h,j,g,n,g,y,n,a,$,COPY	h,j,g,n,g,y,n,a
h,j,g,n,g,y,n,a,$,V,SG,1,FUT	n,g,i,y,o,h,j,g,n,g,y,n,a
h,l,a,n,h,a,v,a,$,COPY	h,l,a,n,h,a,v,a
h,l,a,n,h,a,v,a,$,V,SG,1,PST+RMT	n,g,a,h,l,a,n,h,a,v,a
h,n,a,n,g,j,l,a,$,COPY	h,n,a,n,g,j,l,a
h,n,a,n,g,j,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,h,n,a,n,g,j,l,a
p,e,u,m,u,$,COPY	p,e,u,m,u
p,e,u,m,u,$,V,SG,1,FUT	n,g,i,y,o,p,e,u,m,u
p,m,u,m,a,$,COPY	p,m,u,m,a
p,m,u,m,a,$,V,SG,1,PRS	n,g,i,p,m,u,m,a
m,a,d,t,a,$,COPY	m,a,d,t,a
m,a,d,t,a,$,V,SG,1,PST+RMT	n,g,a,m,a,d,t,a
p,h,u,f,a,$,COPY	p,h,u,f,a
p,h,u,f,a,$,V,SG,1,PST+RCT	n,g,i,p,h,u,f,e
p,h,q,m,a,$,COPY	p,h,q,m,a
p,h,q,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,p,h,q,m,a
z,w,a,$,V,SG,1,FUT	n,g,i,y,o,k,u,z,w,a
z,w,t,$,COPY	z,w,t
z,w,t,$,V,SG,1,PST+RMT	n,g,a,z,w,t
z,w,a,$,V,SG,1,PRS	n,g,i,y,e,z,w,a
z,w,q,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,u,z,w,q
l,a,l,z, ,p,h,a,n,s,i,$,COPY	l,a,l,z, ,p,h,a,n,s,i
l,a,l,z, ,p,h,a,n,s,i,$,V,SG,1,FUT	n,g,i,y,o,l,a,l,z, ,p,h,a,n,s,i
k,u,l,j, ,p,i,p,j,u,i,$,COPY	k,u,l,j, ,p,i,p,j,u,i
k,u,l,j, ,p,i,p,j,u,i,$,V,SG,1,PST+RMT	n,g,a,k,u,l,j, ,p,i,p,j,u,i
l,a,l,a, ,p,l,t,d,s,i,$,COPY	l,a,l,a, ,p,l,t,d,s,i
l,a,l,a, ,p,l,t,d,s,i,$,V,SG,1,PST+RCT	n,g,i,l,e,l,e, ,p,l,t,d,s,i
t,a,h,a, ,p,h,a,e,y,i,$,COPY	t,a,h,a, ,p,h,a,e,y,i
t,a,h,a, ,p,h,a,e,y,i,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,a,h,a, ,p,h,a,e,y,i
l,a,w,a, ,p,u,y,n,s,i,$,COPY	l,a,w,a, ,p,u,y,n,s,i
l,a,w,a, ,p,u,y,n,s,i,$,V,SG,1,PRS	n,g,i,l,a,w,a, ,p,u,y,n,s,i
w,t,v,a,$,COPY	w,t,v,a
w,t,v,a,$,V,SG,1,PST+RCT	n,g,i,w,t,v,e
o,c,g,h,$,COPY	o,c,g,h
o,c,g,h,$,V,SG,1,PRS	n,g,i,o,c,g,h
u,u,l,q,$,COPY	u,u,l,q
u,u,l,q,$,V,SG,1,PST+RMT	n,g,a,u,u,l,q
v,q,l,a,$,V,SG,1,FUT	n,g,i,y,o,v,q,l,a
s,u,j,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,s,u,j,a
v,u,m,b,$,V,SG,1,FUT	n,g,i,y,o,v,u,m,b
v,u,c,i,$,COPY	v,u,c,i
v,u,c,i,$,V,SG,1,PST+RMT	n,g,a,v,u,c,i
j,c,m,a,$,COPY	j,c,m,a
j,c,m,a,$,V,SG,1,PRS	n,g,i,j,c,m,a
v,u,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,v,u,m,a
a,m,c,a,$,COPY	a,m,c,a
a,m,c,a,$,V,SG,1,PST+RCT	n,g,i,a,m,c,e
f,q,v,j,k,$,COPY	f,q,v,j,k
f,q,v,j,k,$,V,SG,1,FUT	n,g,i,y,o,f,q,v,j,k
f,h,y,u,j,$,COPY	f,h,y,u,j
f,h,y,u,j,$,V,SG,1,PRS	n,g,i,f,h,y,u,j
f,u,n,c,a,$,COPY	f,u,n,c,a
f,u,n,c,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,f,u,n,c,a
c,u,i,d,a,$,COPY	c,u,i,d,a
c,u,i,d,a,$,V,SG,1,PST+RCT	n,g,i,c,u,i,d,e
f,u,n,d,a,$,V,SG,1,PST+RMT	n,g,a,f,u,n,d,a
p,h,z,c,a,a,$,COPY	p,h,z,c,a,a
p,h,z,c,a,a,$,V,SG,1,PST+RMT	n,g,a,p,h,z,c,a,a
p,a,v,n,d,a,$,COPY	p,a,v,n,d,a
p,a,v,n,d,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,p,a,v,n,d,a
p,s,i,n,d,a,$,V,SG,1,FUT	n,g,i,y,o,p,s,i,n,d,a
p,s,i,f,l,a,$,COPY	p,s,i,f,l,a
p,s,i,f,l,a,$,V,SG,1,PRS	n,g,i,p,s,i,f,l,a
p,h,l,v,d,a,$,COPY	p,h,l,v,d,a
p,h,l,v,d,a,$,V,SG,1,PST+RCT	n,g,i,p,h,l,v,d,e
v,f,l,a,$,V,SG,1,PST+RCT	n,g,i,v,f,l,e
m,a,k,a,$,COPY	m,a,k,a
m,a,k,a,$,V,SG,1,PRS	n,g,i,m,a,k,a
l,f,n,h,$,COPY	l,f,n,h
l,f,n,h,$,V,SG,1,PST+RMT	n,g,a,l,f,n,h
v,a,l,a,$,V,SG,1,FUT	n,g,i,y,o,v,a,l,a
v,n,u,n,$,COPY	v,n,u,n
v,n,u,n,$,V,SG,1,FUT+IMMED	n,g,i,z,o,v,n,u,n
k,c,j,p,s,u,l,a,$,COPY	k,c,j,p,s,u,l,a
k,c,j,p,s,u,l,a,$,V,SG,1,PST+RCT	n,g,i,k,c,j,p,s,u,l,e
k,c,u,b,b,u,t,a,$,COPY	k,c,u,b,b,u,t,a
k,c,u,b,b,u,t,a,$,V,SG,1,PST+RMT	n,g,a,k,c,u,b,b,u,t,a
k,h,u,f,b,u,l,a,$,COPY	k,h,u,f,b,u,l,a
k,h,u,f,b,u,l,a,$,V,SG,1,PRS	n,g,i,y,a,k,h,u,f,b,u,l,a
k,h,u,b,f,u,m,a,$,COPY	k,h,u,b,f,u,m,a
k,h,u,b,f,u,m,a,$,V,SG,1,FUT	n,g,i,y,o,k,h,u,b,f,u,m,a
k,y,u,m,t,l,l,a,$,COPY	k,y,u,m,t,l,l,a
k,y,u,m,t,l,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,y,u,m,t,l,l,a
t,h,g,w,g,a,$,COPY	t,h,g,w,g,a
t,h,g,w,g,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,h,g,w,g,a
t,b,e,n,g,a,$,COPY	t,b,e,n,g,a
t,b,e,n,g,a,$,V,SG,1,PST+RCT	n,g,i,t,b,e,n,g,e
t,u,e,n,g,a,$,COPY	t,u,e,n,g,a
t,u,e,n,g,a,$,V,SG,1,PST+RMT	n,g,a,t,u,e,n,g,a
t,c,e,n,z,a,$,COPY	t,c,e,n,z,a
t,c,e,n,z,a,$,V,SG,1,PRS	n,g,i,t,c,e,n,z,a
t,j,e,v,g,a,$,COPY	t,j,e,v,g,a
t,j,e,v,g,a,$,V,SG,1,FUT	n,g,i,y,o,t,j,e,v,g,a
m,e,m,g,$,V,SG,1,PRS	n,g,i,m,e,m,g
v,e,m,l,$,COPY	v,e,m,l
v,e,m,l,$,V,SG,1,PST+RMT	n,g,a,v,e,m,l
m,e,m,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,m,e,m,a
q,c,m,a,$,V,SG,1,PST+RCT	n,g,i,q,c,m,e
m,e,m,t,$,COPY	m,e,m,t
m,e,m,t,$,V,SG,1,FUT	n,g,i,y,o,m,e,m,t
n,q,o,b,a,$,V,SG,1,PRS	n,g,i,y,a,n,q,o,b,a
n,p,o,b,b,$,COPY	n,p,o,b,b
n,p,o,b,b,$,V,SG,1,PST+RMT	n,g,a,n,p,o,b,b
e,i,w,t,a,$,COPY	e,i,w,t,a
e,i,w,t,a,$,V,SG,1,FUT	n,g,i,y,o,e,i,w,t,a
n,y,i,b,a,$,V,SG,1,PST+RCT	n,g,i,n,y,i,b,e
n,q,o,d,a,$,COPY	n,q,o,d,a
n,q,o,d,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,n,q,o,d,a
b,h,c,$,COPY	b,h,c
b,h,c,$,V,SG,1,FUT+IMMED	n,g,i,z,o,b,h,c
s,j,o,$,V,SG,1,PRS	n,g,i,y,a,s,j,o
s,h,o,$,V,SG,1,FUT	n,g,i,y,o,s,h,o
s,l,v,$,COPY	s,l,v
s,l,v,$,V,SG,1,PST+RMT	n,g,a,s,l,v
t,v,s,p,g,a,$,COPY	t,v,s,p,g,a
t,v,s,p,g,a,$,V,SG,1,PRS	n,g,i,t,v,s,p,g,a
t,h,a,c,h,a,$,V,SG,1,PST+RCT	n,g,i,t,h,a,c,h,e
t,e,a,y,a,a,$,COPY	t,e,a,y,a,a
t,e,a,y,a,a,$,V,SG,1,PST+RMT	n,g,a,t,e,a,y,a,a
t,o,a,a,k,a,$,COPY	t,o,a,a,k,a
t,o,a,a,k,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,o,a,a,k,a
t,h,a,i,j,a,$,COPY	t,h,a,i,j,a
t,h,a,i,j,a,$,V,SG,1,FUT	n,g,i,y,o,t,h,a,i,j,a
p,q,k,d,a,$,COPY	p,q,k,d,a
p,q,k,d,a,$,V,SG,1,PST+RCT	n,g,i,p,q,k,d,e
n,i,p,d,a,$,COPY	n,i,p,d,a
n,i,p,d,a,$,V,SG,1,PRS	n,g,i,y,a,n,i,p,d,a
f,i,u,d,g,$,COPY	f,i,u,d,g
f,i,u,d,g,$,V,SG,1,PST+RMT	n,g,a,f,i,u,d,g
l,i,h,d,c,$,COPY	l,i,h,d,c
l,i,h,d,c,$,V,SG,1,FUT+IMMED	n,g,i,z,o,l,i,h,d,c
l,i,n,u,d,$,COPY	l,i,n,u,d
l,i,n,u,d,$,V,SG,1,FUT	n,g,i,y,o,l,i,n,u,d
d,z,a,z,a,$,COPY	d,z,a,z,a
d,z,a,z,a,$,V,SG,1,PST+RMT	n,g,a,d,z,a,z,a
d,b,a,i,a,$,COPY	d,b,a,i,a
d,b,a,i,a,$,V,SG,1,PST+RCT	n,g,i,d,b,a,i,e
q,l,l,c,a,$,COPY	q,l,l,c,a
q,l,l,c,a,$,V,SG,1,FUT	n,g,i,y,o,q,l,l,c,a
d,z,a,l,c,$,COPY	d,z,a,l,c
d,z,a,l,c,$,V,SG,1,FUT+IMMED	n,g,i,z,o,d,z,a,l,c
d,f,z,l,a,$,COPY	d,f,z,l,a
d,f,z,l,a,$,V,SG,1,PRS	n,g,i,d,f,z,l,a
z,e,k,d,$,COPY	z,e,k,d
z,e,k,d,$,V,SG,1,FUT+IMMED	n,g,i,z,o,z,e,k,d
c,u,l,n,$,COPY	c,u,l,n
c,u,l,n,$,V,SG,1,PST+RMT	n,g,a,c,u,l,n
c,u,l,t,$,COPY	c,u,l,t
c,u,l,t,$,V,SG,1,PRS	n,g,i,c,u,l,t
l,h,l,a,$,V,SG,1,FUT	n,g,i,y,o,l,h,l,a
h,u,i,a,$,COPY	h,u,i,a
h,u,i,a,$,V,SG,1,PST+RCT	n,g,i,h,u,i,e
k,h,m,b,a,$,COPY	k,h,m,b,a
k,h,m,b,a,$,V,SG,1,PRS	n,g,i,y,a,k,h,m,b,a
k,h,b,l,a,$,V,SG,1,PST+RMT	n,g,a,k,h,b,l,a
m,v,a,z,t,$,COPY	m,v,a,z,t
m,v,a,z,t,$,V,SG,1,FUT+IMMED	n,g,i,z,o,m,v,a,z,t
k,l,j,q,a,$,COPY	k,l,j,q,a
k,l,j,q,a,$,V,SG,1,PST+RCT	n,g,i,k,l,j,q,e
k,p,o,s,v,$,COPY	k,p,o,s,v
k,p,o,s,v,$,V,SG,1,FUT	n,g,i,y,o,k,p,o,s,v
f,n,p,a,$,COPY	f,n,p,a
f,n,p,a,$,V,SG,1,PST+RCT	n,g,i,f,n,p,e
f,u,n,o,$,COPY	f,u,n,o
f,u,n,o,$,V,SG,1,PRS	n,g,i,f,u,n,o
b,u,s,a,$,COPY	b,u,s,a
b,u,s,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,b,u,s,a
f,d,n,a,$,V,SG,1,FUT	n,g,i,y,o,f,d,n,a
f,a,n,t,$,COPY	f,a,n,t
f,a,n,t,$,V,SG,1,PST+RMT	n,g,a,f,a,n,t
c,w,b,f,b,p,a,$,COPY	c,w,b,f,b,p,a
c,w,b,f,b,p,a,$,V,SG,1,PRS	n,g,i,c,w,b,f,b,p,a
c,u,u,a,z,n,a,$,COPY	c,u,u,a,z,n,a
c,u,u,a,z,n,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,c,u,u,a,z,n,a
c,a,b,a,y,g,a,$,COPY	c,a,b,a,y,g,a
c,a,b,a,y,g,a,$,V,SG,1,PST+RCT	n,g,i,c,a,b,a,y,g,e
c,p,b,a,n,g,a,$,COPY	c,p,b,a,n,g,a
c,p,b,a,n,g,a,$,V,SG,1,PST+RMT	n,g,a,c,p,b,a,n,g,a
c,c,c,a,t,g,a,$,COPY	c,c,c,a,t,g,a
c,c,c,a,t,g,a,$,V,SG,1,FUT	n,g,i,y,o,c,c,c,a,t,g,a
a,l,i,l,a, ,p,h,z,v,n,i,$,COPY	a,l,i,l,a, ,p,h,z,v,n,i
a,l,i,l,a, ,p,h,z,v,n,i,$,V,SG,1,PST+RCT	n,g,i,a,l,i,l,e, ,p,h,z,v,n,i
h,f,a,i,a, ,p,g,o,n,s,i,$,COPY	h,f,a,i,a, ,p,g,o,n,s,i
h,f,a,i,a, ,p,g,o,n,s,i,$,V,SG,1,FUT	n,g,i,y,o,h,f,a,i,a, ,p,g,o,n,s,i
h,l,a,k,s, ,p,h,j,n,q,i,$,COPY	h,l,a,k,s, ,p,h,j,n,q,i
h,l,a,k,s, ,p,h,j,n,q,i,$,V,SG,1,PRS	n,g,i,h,l,a,k,s, ,p,h,j,n,q,i
h,l,h,s,a, ,p,u,a,u,z,i,$,COPY	h,l,h,s,a, ,p,u,a,u,z,i
h,l,h,s,a, ,p,u,a,u,z,i,$,V,SG,1,FUT+IMMED	n,g,i,z,o,h,l,h,s,a, ,p,u,a,u,z,i
h,t,a,l,a, ,p,z,q,o,b,i,$,COPY	h,t,a,l,a, ,p,z,q,o,b,i
h,t,a,l,a, ,p,z,q,o,b,i,$,V,SG,1,PST+RMT	n,g,a,h,t,a,l,a, ,p,z,q,o,b,i
t,z,o,l,a,$,COPY	t,z,o,l,a
t,z,o,l,a,$,V,SG,1,FUT	n,g,i,y,o,t,z,o,l,a
z,j,z,l,y,$,COPY	z,j,z,l,y
z,j,z,l,y,$,V,SG,1,FUT+IMMED	n,g,i,z,o,z,j,z,l,y
h,l,o,l,s,$,COPY	h,l,o,l,s
h,l,o,l,s,$,V,SG,1,PST+RMT	n,g,a,h,l,o,l,s
t,h,y,l,a,$,COPY	t,h,y,l,a
t,h,y,l,a,$,V,SG,1,PRS	n,g,i,t,h,y,l,a
t,h,o,o,a,$,COPY	t,h,o,o,a
t,h,o,o,a,$,V,SG,1,PST+RCT	n,g,i,t,h,o,o,e
l,f,l,e,z,a,$,COPY	l,f,l,e,z,a
l,f,l,e,z,a,$,V,SG,1,PST+RMT	n,g,a,l,f,l,e,z,a
l,l,d,e,l,a,$,COPY	l,l,d,e,l,a
l,l,d,e,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,l,l,d,e,l,a
l,a,l,e,l,a,$,V,SG,1,PRS	n,g,i,l,a,l,e,l,a
l,a,l,y,e,a,$,COPY	l,a,l,y,e,a
l,a,l,y,e,a,$,V,SG,1,FUT	n,g,i,y,o,l,a,l,y,e,a
e,a,l,e,l,a,$,COPY	e,a,l,e,l,a
e,a,l,e,l,a,$,V,SG,1,PST+RCT	n,g,i,e,a,l,e,l,e
t,j,o,m,c,$,COPY	t,j,o,m,c
t,j,o,m,c,$,V,SG,1,FUT	n,g,i,y,o,t,j,o,m,c
t,h,u,m,a,$,V,SG,1,PST+RCT	n,g,i,t,h,u,m,e
t,h,c,n,a,$,COPY	t,h,c,n,a
t,h,c,n,a,$,V,SG,1,PST+RMT	n,g,a,t,h,c,n,a
t,h,u,l,a,$,V,SG,1,PRS	n,g,i,t,h,u,l,a
t,h,j,m,j,$,COPY	t,h,j,m,j
t,h,j,m,j,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,h,j,m,j
p,v,i,s,a,$,COPY	p,v,i,s,a
p,v,i,s,a,$,V,SG,1,PST+RCT	n,g,i,p,v,i,s,e
h,g,z,q,a,$,COPY	h,g,z,q,a
h,g,z,q,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,h,g,z,q,a
n,g,e,n,a,$,V,SG,1,PST+RMT	n,g,a,n,g,e,n,a
n,g,e,h,a,$,V,SG,1,FUT	n,g,i,y,o,n,g,e,h,a
n,g,e,y,a,$,V,SG,1,PRS	n,g,i,n,g,e,y,a
b,h,e,c,d,$,COPY	b,h,e,c,d
b,h,e,c,d,$,V,SG,1,FUT+IMMED	n,g,i,z,o,b,h,e,c,d
l,n,e,k,a,$,COPY	l,n,e,k,a
l,n,e,k,a,$,V,SG,1,PST+RCT	n,g,i,l,n,e,k,e
w,l,e,k,o,$,COPY	w,l,e,k,o
w,l,e,k,o,$,V,SG,1,PRS	n,g,i,w,l,e,k,o
b,h,e,l,n,$,COPY	b,h,e,l,n
b,h,e,l,n,$,V,SG,1,PST+RMT	n,g,a,b,h,e,l,n
b,g,e,k,q,$,COPY	b,g,e,k,q
b,g,e,k,q,$,V,SG,1,FUT	n,g,i,y,o,b,g,e,k,q
t,y,p,v,g,i,p,a,$,COPY	t,y,p,v,g,i,p,a
t,y,p,v,g,i,p,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,t,y,p,v,g,i,p,a
t,b,e,n,g,c,q,a,$,COPY	t,b,e,n,g,c,q,a
t,b,e,n,g,c,q,a,$,V,SG,1,PRS	n,g,i,t,b,e,n,g,c,q,a
t,s,q,n,g,f,s,a,$,COPY	t,s,q,n,g,f,s,a
t,s,q,n,g,f,s,a,$,V,SG,1,FUT	n,g,i,y,o,t,s,q,n,g,f,s,a
t,p,e,n,g,i,s,a,$,COPY	t,p,e,n,g,i,s,a
t,p,e,n,g,i,s,a,$,V,SG,1,PST+RCT	n,g,i,t,p,e,n,g,i,s,e
t,h,e,f,g,y,p,a,$,COPY	t,h,e,f,g,y,p,a
t,h,e,f,g,y,p,a,$,V,SG,1,PST+RMT	n,g,a,t,h,e,f,g,y,p,a
s,a,j,o,$,COPY	s,a,j,o
s,a,j,o,$,V,SG,1,FUT	n,g,i,y,o,s,a,j,o
a,a,l,a,$,V,SG,1,PST+RMT	n,g,a,a,a,l,a
s,y,t,h,$,COPY	s,y,t,h
s,y,t,h,$,V,SG,1,FUT+IMMED	n,g,i,z,o,s,y,t,h
s,p,e,a,$,COPY	s,p,e,a
s,p,e,a,$,V,SG,1,PRS	n,g,i,s,p,e,a
s,a,t,a,$,V,SG,1,PST+RCT	n,g,i,s,a,t,e
n,q,a,$,V,SG,1,PST+RMT	n,g,a,n,q,a
k,t,a,$,COPY	k,t,a
k,t,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,w,a,k,t,a
n,d,g,$,COPY	n,d,g
n,d,g,$,V,SG,1,PRS	n,g,i,n,d,g
c,w,a,$,V,SG,1,FUT	n,g,i,y,o,k,w,a,c,w,a
s,e,n,q,n,t,a,$,COPY	s,e,n,q,n,t,a
s,e,n,q,n,t,a,$,V,SG,1,FUT	n,g,i,y,o,s,e,n,q,n,t,a
s,c,b,e,n,n,a,$,COPY	s,c,b,e,n,n,a
s,c,b,e,n,n,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,s,c,b,e,n,n,a
s,e,t,y,b,z,a,$,COPY	s,e,t,y,b,z,a
s,e,t,y,b,z,a,$,V,SG,1,PST+RMT	n,g,a,s,e,t,y,b,z,a
s,y,b,k,v,s,a,$,COPY	s,y,b,k,v,s,a
s,y,b,k,v,s,a,$,V,SG,1,PRS	n,g,i,s,y,b,k,v,s,a
s,q,z,e,n,z,a,$,COPY	s,q,z,e,n,z,a
s,q,z,e,n,z,a,$,V,SG,1,PST+RCT	n,g,i,s,q,z,e,n,z,e
e,i,e,a,$,COPY	e,i,e,a
e,i,e,a,$,V,SG,1,PRS	n,g,i,e,i,e,a
b,o,s,y,$,COPY	b,o,s,y
b,o,s,y,$,V,SG,1,FUT	n,g,i,y,o,k,w,a,b,o,s,y
z,e,s,a,$,COPY	z,e,s,a
z,e,s,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,w,a,z,e,s,a
t,i,s,e,$,COPY	t,i,s,e
t,i,s,e,$,V,SG,1,PST+RMT	n,g,a,t,i,s,e
a,i,h,a,$,COPY	a,i,h,a
a,i,h,a,$,V,SG,1,PST+RCT	n,g,i,y,a,a,i,h,e
n,z,t,j,a,$,COPY	n,z,t,j,a
n,z,t,j,a,$,V,SG,1,PRS	n,g,e,n,z,t,j,a
n,z,p,e,a,$,COPY	n,z,p,e,a
n,z,p,e,a,$,V,SG,1,FUT	n,g,i,y,o,k,w,e,n,z,p,e,a
n,z,e,k,a,$,V,SG,1,PST+RCT	n,g,e,n,z,e,k,e
n,z,z,k,a,$,COPY	n,z,z,k,a
n,z,z,k,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,w,e,n,z,z,k,a
l,d,v,k,a,$,COPY	l,d,v,k,a
l,d,v,k,a,$,V,SG,1,PST+RMT	n,g,a,l,d,v,k,a
k,h,u,l,u,y,a,$,COPY	k,h,u,l,u,y,a
k,h,u,l,u,y,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,h,u,l,u,y,a
k,h,b,l,j,m,a,$,COPY	k,h,b,l,j,m,a
k,h,b,l,j,m,a,$,V,SG,1,PST+RCT	n,g,i,k,h,b,l,j,m,e
k,w,u,s,u,c,a,$,COPY	k,w,u,s,u,c,a
k,w,u,s,u,c,a,$,V,SG,1,FUT	n,g,i,y,o,k,w,u,s,u,c,a
k,v,u,l,j,s,a,$,COPY	k,v,u,l,j,s,a
k,v,u,l,j,s,a,$,V,SG,1,PRS	n,g,i,k,v,u,l,j,s,a
k,e,p,v,u,m,a,$,COPY	k,e,p,v,u,m,a
k,e,p,v,u,m,a,$,V,SG,1,PST+RMT	n,g,a,k,e,p,v,u,m,a
m,u,a,a,l,a,$,COPY	m,u,a,a,l,a
m,u,a,a,l,a,$,V,SG,1,FUT+IMMED	n,g,i,z,o,k,w,a,m,u,a,a,l,a
m,d,p,e,l,a,$,COPY	m,d,p,e,l,a
m,d,p,e,l,a,$,V,SG,1,PRS	n,g,i,m,d,p,e,l,a
m,y,l,e,l,a,$,COPY	m,y,l,e,l,a
