s,e,k,a,$,COPY	s,e,k,a
r,k,n,g,a,r,i,r,a,$,COPY	r,k,n,g,a,r,i,r,a
r,k,n,g,a,r,i,r,a,$,V,SG,2,PRS	u,n,o,r,k,n,g,a,r,i,r,a
r,t,n,g,m,r,e,z,a,$,COPY	r,t,n,g,m,r,e,z,a
r,t,n,g,m,r,e,z,a,$,V,PL,2,PRS	m,u,n,o,r,t,n,g,m,r,e,z,a
r,w,n,m,u,r,i,r,a,$,COPY	r,w,n,m,u,r,i,r,a
r,w,n,m,u,r,i,r,a,$,V,PL,1,PST	t,a,k,a,r,w,n,m,u,r,i,r,a
r,a,z,c,a,s,w,r,a,$,COPY	r,a,z,c,a,s,w,r,a
r,a,z,c,a,s,w,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,r,a,z,c,a,s,w,r,a
r,a,n,g,b,r,i,w,a,$,COPY	r,a,n,g,b,r,i,w,a
r,a,n,g,b,r,i,w,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,r,a,n,g,b,r,i,w,a
r,h,n,n,a,i,i,f,a,$,COPY	r,h,n,n,a,i,i,f,a
r,h,n,n,a,i,i,f,a,$,V,SG,1,PRS	n,d,i,n,o,r,h,n,n,a,i,i,f,a
r,a,f,w,a,p,o,r,a,$,COPY	r,a,f,w,a,p,o,r,a
r,a,f,w,a,p,o,r,a,$,V,SG,3,PRS	a,n,o,r,a,f,w,a,p,o,r,a
r,a,c,k,k,r,k,a,a,$,COPY	r,a,c,k,k,r,k,a,a
r,a,c,k,k,r,k,a,a,$,V,PL,3,PRS	v,a,n,o,r,a,c,k,k,r,k,a,a
r,t,n,v,a,h,i,r,a,$,COPY	r,t,n,v,a,h,i,r,a
r,t,n,v,a,h,i,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,r,t,n,v,a,h,i,r,a
r,z,e,m,n,r,i,g,a,$,COPY	r,z,e,m,n,r,i,g,a
r,z,e,m,n,r,i,g,a,$,V,SG,1,HOD	n,d,a,r,z,e,m,n,r,i,g,a
r,e,b,g,a,r,i,y,a,$,COPY	r,e,b,g,a,r,i,y,a
r,e,b,g,a,r,i,y,a,$,V,PL,3,PST	v,a,k,a,r,e,b,g,a,r,i,y,a
r,a,n,g,a,r,i,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,r,a,n,g,a,r,i,r,a
m,u,k,d,$,V,PL,3,FUT	v,a,c,h,a,m,u,k,d
u,u,k,a,$,COPY	u,u,k,a
u,u,k,a,$,V,SG,2,HOD	w,a,u,u,k,a
m,u,f,n,$,COPY	m,u,f,n
m,u,f,n,$,V,SG,1,PRS	n,d,i,n,o,m,u,f,n
m,u,g,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,m,u,g,a
m,u,g,k,$,COPY	m,u,g,k
m,u,g,k,$,V,PL,2,PRS	m,u,n,o,m,u,g,k
y,u,k,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,y,u,k,a
m,u,n,e,$,COPY	m,u,n,e
m,u,n,e,$,V,PROG,SG,3,PRS	a,r,i,k,u,m,u,n,e
r,a,k,c,$,COPY	r,a,k,c
r,a,k,c,$,V,SG,2,PST	w,a,k,a,r,a,k,c
m,u,s,e,$,COPY	m,u,s,e
m,u,s,e,$,V,SG,2,PRS	u,n,o,m,u,s,e
k,f,k,a,$,COPY	k,f,k,a
k,f,k,a,$,V,SG,3,HOD	a,k,f,k,a
b,t,k,a,$,COPY	b,t,k,a
b,t,k,a,$,V,SG,1,FUT	n,d,i,c,h,a,b,t,k,a
m,c,t,a,$,COPY	m,c,t,a
m,c,t,a,$,V,SG,3,PST	a,k,a,m,c,t,a
r,u,k,a,$,COPY	r,u,k,a
r,u,k,a,$,V,SG,2,FUT	u,c,h,a,r,u,k,a
m,u,v,n,$,COPY	m,u,v,n
m,u,v,n,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,m,u,v,n
m,u,v,i,$,COPY	m,u,v,i
m,u,v,i,$,V,PL,1,PRS	t,i,n,o,m,u,v,i
m,v,k,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,m,v,k,a
m,p,k,a,$,COPY	m,p,k,a
m,p,k,a,$,V,SG,1,PST	n,d,a,k,a,m,p,k,a
m,y,k,a,$,COPY	m,y,k,a
m,y,k,a,$,V,PL,3,PRS	v,a,n,o,m,y,k,a
h,u,k,m,$,COPY	h,u,k,m
h,u,k,m,$,V,PL,1,HOD	t,a,h,u,k,m
m,g,k,y,$,COPY	m,g,k,y
m,g,k,y,$,V,PL,2,HOD	m,a,m,g,k,y
m,u,m,k,$,COPY	m,u,m,k
m,u,m,k,$,V,SG,3,FUT	a,c,h,a,m,u,m,k
m,t,k,w,$,COPY	m,t,k,w
m,t,k,w,$,V,SG,3,PRS	a,n,o,m,t,k,w
m,u,k,a,$,V,PL,1,PST	t,a,k,a,m,u,k,a
m,y,k,a,$,V,PL,2,PST	m,a,k,a,m,y,k,a
g,f,g,a,$,COPY	g,f,g,a
g,f,g,a,$,V,SG,1,HOD	n,d,a,g,f,g,a
m,u,p,p,$,COPY	m,u,p,p
m,u,p,p,$,V,PL,2,FUT	m,u,c,h,a,m,u,p,p
k,c,k,v,$,COPY	k,c,k,v
k,c,k,v,$,V,PL,3,HOD	v,a,k,c,k,v
r,p,k,t,$,COPY	r,p,k,t
r,p,k,t,$,V,PL,1,FUT	t,i,c,h,a,r,p,k,t
m,g,k,a,$,COPY	m,g,k,a
m,g,k,a,$,V,PL,3,PST	v,a,k,a,m,g,k,a
w,e,n,f,$,COPY	w,e,n,f
w,e,n,f,$,V,SG,3,PRS	a,n,o,w,e,n,f
w,v,r,k,$,COPY	w,v,r,k
w,v,r,k,$,V,PL,1,FUT	t,i,c,h,a,w,v,r,k
w,o,f,a,$,V,PL,3,PRS	v,a,n,o,w,o,f,a
w,o,o,d,$,COPY	w,o,o,d
w,o,o,d,$,V,PL,2,FUT	m,u,c,h,a,w,o,o,d
r,s,n,a,$,COPY	r,s,n,a
r,s,n,a,$,V,SG,3,FUT	a,c,h,a,r,s,n,a
w,o,u,a,$,COPY	w,o,u,a
w,o,u,a,$,V,PL,2,PST	m,a,k,a,w,o,u,a
w,r,g,a,$,V,PL,3,FUT	v,a,c,h,a,w,r,g,a
w,z,n,f,$,COPY	w,z,n,f
w,z,n,f,$,V,PL,2,HOD	m,a,w,z,n,f
e,h,n,a,$,COPY	e,h,n,a
e,h,n,a,$,V,SG,2,FUT	u,c,h,a,e,h,n,a
u,o,e,a,$,COPY	u,o,e,a
u,o,e,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,u,o,e,a
w,o,d,a,$,V,PL,3,HOD	v,a,w,o,d,a
w,o,n,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,w,o,n,a
w,w,s,a,$,COPY	w,w,s,a
w,w,s,a,$,V,SG,1,PST	n,d,a,k,a,w,w,s,a
v,o,h,a,$,COPY	v,o,h,a
v,o,h,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,v,o,h,a
r,o,f,b,$,COPY	r,o,f,b
r,o,f,b,$,V,SG,1,HOD	n,d,a,r,o,f,b
w,o,n,t,$,COPY	w,o,n,t
w,o,n,t,$,V,SG,3,HOD	a,w,o,n,t
d,o,h,a,$,COPY	d,o,h,a
d,o,h,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,d,o,h,a
h,o,u,a,$,COPY	h,o,u,a
h,o,u,a,$,V,PL,1,PST	t,a,k,a,h,o,u,a
u,a,h,y,$,COPY	u,a,h,y
u,a,h,y,$,V,PL,1,HOD	t,a,u,a,h,y
w,v,n,a,$,COPY	w,v,n,a
w,v,n,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,w,v,n,a
w,o,n,a,$,V,PL,3,PST	v,a,k,a,w,o,n,a
w,o,n,t,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,w,o,n,t
t,v,n,z,$,COPY	t,v,n,z
t,v,n,z,$,V,SG,3,PST	a,k,a,t,v,n,z
w,e,m,a,$,V,SG,2,PRS	u,n,o,w,e,m,a
w,o,a,a,$,COPY	w,o,a,a
w,o,a,a,$,V,PL,1,PRS	t,i,n,o,w,o,a,a
a,o,r,a,$,COPY	a,o,r,a
a,o,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,a,o,r,a
k,e,c,a,$,COPY	k,e,c,a
k,e,c,a,$,V,SG,1,PRS	n,d,i,n,o,k,e,c,a
m,o,n,a,$,V,SG,2,HOD	w,a,m,o,n,a
w,o,i,a,$,COPY	w,o,i,a
w,o,i,a,$,V,SG,2,PST	w,a,k,a,w,o,i,a
p,o,n,s,$,COPY	p,o,n,s
p,o,n,s,$,V,PL,2,PRS	m,u,n,o,p,o,n,s
v,z,c,i,m,$,COPY	v,z,c,i,m
v,z,c,i,m,$,V,SG,2,FUT	u,c,h,a,v,z,c,i,m
d,z,m,r,b,$,COPY	d,z,m,r,b
d,z,m,r,b,$,V,PL,2,HOD	m,a,d,z,m,r,b
d,z,o,n,m,$,COPY	d,z,o,n,m
d,z,o,n,m,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,d,z,o,n,m
d,z,o,u,z,$,COPY	d,z,o,u,z
d,z,o,u,z,$,V,PL,3,PRS	v,a,n,o,d,z,o,u,z
o,z,o,k,t,$,COPY	o,z,o,k,t
o,z,o,k,t,$,V,PL,2,PRS	m,u,n,o,o,z,o,k,t
d,k,o,k,g,$,COPY	d,k,o,k,g
d,k,o,k,g,$,V,SG,1,FUT	n,d,i,c,h,a,d,k,o,k,g
d,z,g,a,a,$,COPY	d,z,g,a,a
d,z,g,a,a,$,V,PL,2,FUT	m,u,c,h,a,d,z,g,a,a
d,d,o,g,a,$,COPY	d,d,o,g,a
d,d,o,g,a,$,V,SG,1,PST	n,d,a,k,a,d,d,o,g,a
d,a,n,k,d,$,COPY	d,a,n,k,d
d,a,n,k,d,$,V,PROG,SG,3,PRS	a,r,i,k,u,d,a,n,k,d
d,z,r,k,w,$,COPY	d,z,r,k,w
d,z,r,k,w,$,V,PL,1,PST	t,a,k,a,d,z,r,k,w
h,v,h,i,z,$,COPY	h,v,h,i,z
h,v,h,i,z,$,V,PL,3,HOD	v,a,h,v,h,i,z
u,f,b,s,a,$,COPY	u,f,b,s,a
u,f,b,s,a,$,V,SG,1,HOD	n,d,a,u,f,b,s,a
e,m,o,k,c,$,COPY	e,m,o,k,c
e,m,o,k,c,$,V,PL,1,HOD	t,a,e,m,o,k,c
d,s,o,k,a,$,COPY	d,s,o,k,a
d,s,o,k,a,$,V,SG,3,FUT	a,c,h,a,d,s,o,k,a
c,r,o,k,a,$,COPY	c,r,o,k,a
c,r,o,k,a,$,V,SG,2,PRS	u,n,o,c,r,o,k,a
d,r,o,k,a,$,COPY	d,r,o,k,a
d,r,o,k,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,d,r,o,k,a
d,g,p,k,a,$,COPY	d,g,p,k,a
d,g,p,k,a,$,V,PL,1,FUT	t,i,c,h,a,d,g,p,k,a
d,w,o,e,u,$,COPY	d,w,o,e,u
d,w,o,e,u,$,V,SG,1,PRS	n,d,i,n,o,d,w,o,e,u
k,n,o,k,g,$,COPY	k,n,o,k,g
k,n,o,k,g,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,k,n,o,k,g
d,r,o,k,k,$,COPY	d,r,o,k,k
d,r,o,k,k,$,V,SG,3,HOD	a,d,r,o,k,k
d,z,d,y,a,$,COPY	d,z,d,y,a
d,z,d,y,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,d,z,d,y,a
w,o,o,k,a,$,COPY	w,o,o,k,a
w,o,o,k,a,$,V,SG,3,PRS	a,n,o,w,o,o,k,a
d,g,o,d,a,$,COPY	d,g,o,d,a
d,g,o,d,a,$,V,PL,2,PST	m,a,k,a,d,g,o,d,a
d,w,o,f,a,$,COPY	d,w,o,f,a
d,w,o,f,a,$,V,PL,1,PRS	t,i,n,o,d,w,o,f,a
f,f,o,k,g,$,COPY	f,f,o,k,g
f,f,o,k,g,$,V,PL,3,PST	v,a,k,a,f,f,o,k,g
b,v,z,k,a,$,COPY	b,v,z,k,a
b,v,z,k,a,$,V,SG,3,PST	a,k,a,b,v,z,k,a
d,z,o,k,r,$,COPY	d,z,o,k,r
d,z,o,k,r,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,d,z,o,k,r
o,z,o,k,c,$,COPY	o,z,o,k,c
o,z,o,k,c,$,V,SG,2,PST	w,a,k,a,o,z,o,k,c
d,z,o,k,a,$,V,SG,2,HOD	w,a,d,z,o,k,a
m,z,b,k,a,$,COPY	m,z,b,k,a
m,z,b,k,a,$,V,PL,3,FUT	v,a,c,h,a,m,z,b,k,a
t,i,n,z,a,$,COPY	t,i,n,z,a
t,i,n,z,a,$,V,SG,2,HOD	w,a,t,i,n,z,a
t,e,n,g,s,$,V,PL,1,PST	t,a,k,a,t,e,n,g,s
t,e,b,g,a,$,V,PL,3,PRS	v,a,n,o,t,e,b,g,a
t,e,n,d,v,$,COPY	t,e,n,d,v
t,e,n,d,v,$,V,SG,1,HOD	n,d,a,t,e,n,d,v
c,e,i,g,a,$,COPY	c,e,i,g,a
c,e,i,g,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,c,e,i,g,a
i,e,o,v,e,$,COPY	i,e,o,v,e
i,e,o,v,e,$,V,SG,1,PRS	n,d,i,n,o,i,e,o,v,e
t,b,n,a,a,$,COPY	t,b,n,a,a
t,b,n,a,a,$,V,PL,2,PST	m,a,k,a,t,b,n,a,a
o,e,n,g,u,$,COPY	o,e,n,g,u
o,e,n,g,u,$,V,PL,2,PRS	m,u,n,o,o,e,n,g,u
o,m,t,i,k,$,COPY	o,m,t,i,k
o,m,t,i,k,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,o,m,t,i,k
i,e,e,h,t,$,COPY	i,e,e,h,t
i,e,e,h,t,$,V,SG,1,FUT	n,d,i,c,h,a,i,e,e,h,t
d,b,k,b,a,$,COPY	d,b,k,b,a
d,b,k,b,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,d,b,k,b,a
c,c,n,u,a,$,COPY	c,c,n,u,a
c,c,n,u,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,c,c,n,u,a
h,a,m,n,a,$,COPY	h,a,m,n,a
h,a,m,n,a,$,V,PL,1,HOD	t,a,h,a,m,n,a
t,a,b,g,d,$,COPY	t,a,b,g,d
t,a,b,g,d,$,V,PL,3,HOD	v,a,t,a,b,g,d
b,e,z,n,d,$,COPY	b,e,z,n,d
b,e,z,n,d,$,V,PROG,SG,3,PRS	a,r,i,k,u,b,e,z,n,d
t,z,n,e,a,$,COPY	t,z,n,e,a
t,z,n,e,a,$,V,PL,1,PRS	t,i,n,o,t,z,n,e,a
y,e,n,g,e,$,COPY	y,e,n,g,e
y,e,n,g,e,$,V,SG,2,PRS	u,n,o,y,e,n,g,e
v,e,n,b,i,$,COPY	v,e,n,b,i
v,e,n,b,i,$,V,SG,2,FUT	u,c,h,a,v,e,n,b,i
e,r,t,g,f,$,COPY	e,r,t,g,f
e,r,t,g,f,$,V,PL,3,PST	v,a,k,a,e,r,t,g,f
f,w,n,h,a,$,COPY	f,w,n,h,a
f,w,n,h,a,$,V,SG,3,FUT	a,c,h,a,f,w,n,h,a
o,e,o,g,h,$,COPY	o,e,o,g,h
o,e,o,g,h,$,V,SG,2,PST	w,a,k,a,o,e,o,g,h
p,e,y,g,r,$,COPY	p,e,y,g,r
p,e,y,g,r,$,V,SG,3,PRS	a,n,o,p,e,y,g,r
o,e,n,g,a,$,COPY	o,e,n,g,a
o,e,n,g,a,$,V,PL,2,FUT	m,u,c,h,a,o,e,n,g,a
e,z,n,g,a,$,COPY	e,z,n,g,a
e,z,n,g,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,e,z,n,g,a
t,e,r,z,m,$,COPY	t,e,r,z,m
t,e,r,z,m,$,V,SG,3,PST	a,k,a,t,e,r,z,m
m,e,y,e,a,$,COPY	m,e,y,e,a
m,e,y,e,a,$,V,PL,1,FUT	t,i,c,h,a,m,e,y,e,a
t,e,t,c,a,$,COPY	t,e,t,c,a
t,e,t,c,a,$,V,PL,2,HOD	m,a,t,e,t,c,a
b,f,f,o,a,$,COPY	b,f,f,o,a
b,f,f,o,a,$,V,SG,1,PST	n,d,a,k,a,b,f,f,o,a
y,k,y,m,a,$,COPY	y,k,y,m,a
y,k,y,m,a,$,V,PL,3,FUT	v,a,c,h,a,y,k,y,m,a
t,m,g,g,p,$,COPY	t,m,g,g,p
t,m,g,g,p,$,V,SG,3,HOD	a,t,m,g,g,p
d,a,u,r,a,$,COPY	d,a,u,r,a
d,a,u,r,a,$,V,SG,3,HOD	a,d,a,u,r,a
m,a,t,r,i,$,COPY	m,a,t,r,i
m,a,t,r,i,$,V,PL,2,HOD	m,a,m,a,t,r,i
b,d,u,r,a,$,COPY	b,d,u,r,a
b,d,u,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,b,d,u,r,a
t,a,y,r,a,$,V,PL,2,FUT	m,u,c,h,a,t,a,y,r,a
p,t,n,r,d,$,COPY	p,t,n,r,d
p,t,n,r,d,$,V,PROG,SG,2,PRS	u,r,i,k,u,p,t,n,r,d
p,a,u,n,m,$,COPY	p,a,u,n,m
p,a,u,n,m,$,V,SG,1,FUT	n,d,i,c,h,a,p,a,u,n,m
m,a,u,g,a,$,COPY	m,a,u,g,a
m,a,u,g,a,$,V,PL,1,FUT	t,i,c,h,a,m,a,u,g,a
o,a,u,r,a,$,COPY	o,a,u,r,a
o,a,u,r,a,$,V,SG,2,FUT	u,c,h,a,o,a,u,r,a
r,a,u,e,a,$,COPY	r,a,u,e,a
r,a,u,e,a,$,V,SG,1,HOD	n,d,a,r,a,u,e,a
g,a,u,g,p,$,COPY	g,a,u,g,p
g,a,u,g,p,$,V,PL,3,PRS	v,a,n,o,g,a,u,g,p
w,o,u,r,k,$,COPY	w,o,u,r,k
w,o,u,r,k,$,V,PL,3,PST	v,a,k,a,w,o,u,r,k
t,a,u,r,a,$,V,PL,1,PRS	t,i,n,o,t,a,u,r,a
t,u,e,p,c,$,COPY	t,u,e,p,c
t,u,e,p,c,$,V,PL,1,PST	t,a,k,a,t,u,e,p,c
t,z,u,r,h,$,COPY	t,z,u,r,h
t,z,u,r,h,$,V,PL,2,PRS	m,u,n,o,t,z,u,r,h
m,g,s,a,a,$,COPY	m,g,s,a,a
m,g,s,a,a,$,V,SG,3,FUT	a,c,h,a,m,g,s,a,a
t,a,d,r,a,$,V,SG,1,PST	n,d,a,k,a,t,a,d,r,a
a,u,e,r,a,$,COPY	a,u,e,r,a
a,u,e,r,a,$,V,SG,2,HOD	w,a,a,u,e,r,a
t,a,u,v,m,$,COPY	t,a,u,v,m
t,a,u,v,m,$,V,SG,3,PRS	a,n,o,t,a,u,v,m
t,a,a,r,a,$,V,SG,1,PRS	n,d,i,n,o,t,a,a,r,a
t,a,u,r,a,$,V,PL,1,HOD	t,a,t,a,u,r,a
t,a,k,d,c,$,COPY	t,a,k,d,c
t,a,k,d,c,$,V,PL,2,PST	m,a,k,a,t,a,k,d,c
t,a,u,r,s,$,COPY	t,a,u,r,s
t,a,u,r,s,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,t,a,u,r,s
y,a,e,t,a,$,COPY	y,a,e,t,a
y,a,e,t,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,y,a,e,t,a
m,a,u,b,w,$,COPY	m,a,u,b,w
m,a,u,b,w,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,m,a,u,b,w
t,k,u,b,a,$,COPY	t,k,u,b,a
t,k,u,b,a,$,V,PL,3,FUT	v,a,c,h,a,t,k,u,b,a
e,a,u,c,z,$,COPY	e,a,u,c,z
e,a,u,c,z,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,e,a,u,c,z
t,z,u,h,z,$,COPY	t,z,u,h,z
t,z,u,h,z,$,V,SG,2,PST	w,a,k,a,t,z,u,h,z
t,a,z,r,k,$,COPY	t,a,z,r,k
t,a,z,r,k,$,V,SG,3,PST	a,k,a,t,a,z,r,k
t,a,u,v,a,$,COPY	t,a,u,v,a
t,a,u,v,a,$,V,PL,3,HOD	v,a,t,a,u,v,a
t,k,r,y,a,$,COPY	t,k,r,y,a
t,k,r,y,a,$,V,SG,2,PRS	u,n,o,t,k,r,y,a
b,u,d,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,b,u,d,a
b,u,d,a,$,V,SG,3,PST	a,k,a,b,u,d,a
d,u,d,a,$,COPY	d,u,d,a
d,u,d,a,$,V,PL,2,PRS	m,u,n,o,d,u,d,a
b,u,p,c,$,V,PL,3,PRS	v,a,n,o,b,u,p,c
i,u,d,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,i,u,d,a
u,t,d,a,$,COPY	u,t,d,a
u,t,d,a,$,V,PL,1,PST	t,a,k,a,u,t,d,a
h,u,d,u,$,COPY	h,u,d,u
h,u,d,u,$,V,PL,2,PST	m,a,k,a,h,u,d,u
g,d,d,g,$,COPY	g,d,d,g
g,d,d,g,$,V,SG,1,HOD	n,d,a,g,d,d,g
b,u,k,r,$,COPY	b,u,k,r
b,u,k,r,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,b,u,k,r
f,u,d,a,$,COPY	f,u,d,a
f,u,d,a,$,V,SG,3,FUT	a,c,h,a,f,u,d,a
b,u,s,p,$,COPY	b,u,s,p
b,u,s,p,$,V,SG,3,HOD	a,b,u,s,p
t,o,d,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,t,o,d,a
b,r,v,a,$,COPY	b,r,v,a
b,r,v,a,$,V,PL,2,HOD	m,a,b,r,v,a
g,u,d,a,$,V,PL,3,PST	v,a,k,a,g,u,d,a
v,u,d,g,$,COPY	v,u,d,g
v,u,d,g,$,V,SG,2,PST	w,a,k,a,v,u,d,g
a,d,w,a,$,COPY	a,d,w,a
a,d,w,a,$,V,SG,2,HOD	w,a,a,d,w,a
b,u,d,a,$,V,PL,3,HOD	v,a,b,u,d,a
a,u,d,o,$,COPY	a,u,d,o
a,u,d,o,$,V,SG,1,PRS	n,d,i,n,o,a,u,d,o
u,u,d,f,$,COPY	u,u,d,f
u,u,d,f,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,u,u,d,f
v,f,z,z,$,COPY	v,f,z,z
v,f,z,z,$,V,PL,1,HOD	t,a,v,f,z,z
m,u,d,a,$,V,PL,1,PRS	t,i,n,o,m,u,d,a
g,u,d,c,$,COPY	g,u,d,c
g,u,d,c,$,V,SG,2,FUT	u,c,h,a,g,u,d,c
b,u,y,a,$,COPY	b,u,y,a
b,u,y,a,$,V,SG,1,FUT	n,d,i,c,h,a,b,u,y,a
b,a,b,a,$,COPY	b,a,b,a
b,a,b,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,b,a,b,a
w,u,r,g,$,COPY	w,u,r,g
w,u,r,g,$,V,PL,3,FUT	v,a,c,h,a,w,u,r,g
b,t,d,z,$,COPY	b,t,d,z
b,t,d,z,$,V,SG,1,PST	n,d,a,k,a,b,t,d,z
w,u,d,a,$,COPY	w,u,d,a
w,u,d,a,$,V,SG,2,PRS	u,n,o,w,u,d,a
v,g,m,r,$,COPY	v,g,m,r
v,g,m,r,$,V,PL,2,FUT	m,u,c,h,a,v,g,m,r
b,u,d,a,$,V,PL,1,FUT	t,i,c,h,a,b,u,d,a
b,a,d,o,$,COPY	b,a,d,o
b,a,d,o,$,V,SG,3,PRS	a,n,o,b,a,d,o
i,n,z,w,s,$,COPY	i,n,z,w,s
i,n,z,w,s,$,V,PROG,SG,3,PRS	a,r,i,k,u,n,z,w,s
i,e,n,o,a,$,COPY	i,e,n,o,a
i,e,n,o,a,$,V,SG,1,PST	n,d,a,k,a,e,n,o,a
i,c,y,n,a,$,COPY	i,c,y,n,a
i,c,y,n,a,$,V,PL,2,PRS	m,u,n,o,c,y,n,a
i,n,z,m,a,$,COPY	i,n,z,m,a
i,n,z,m,a,$,V,SG,3,FUT	a,c,h,a,n,z,m,a
i,t,z,o,r,$,COPY	i,t,z,o,r
i,t,z,o,r,$,V,SG,3,PST	a,k,a,t,z,o,r
i,n,n,w,c,$,COPY	i,n,n,w,c
i,n,n,w,c,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,n,n,w,c
i,n,z,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,n,z,r,a
i,e,z,w,e,$,COPY	i,e,z,w,e
i,e,z,w,e,$,V,SG,1,FUT	n,d,i,c,h,a,e,z,w,e
i,v,z,w,k,$,COPY	i,v,z,w,k
i,v,z,w,k,$,V,PL,1,FUT	t,i,c,h,a,v,z,w,k
i,n,z,w,u,$,COPY	i,n,z,w,u
i,n,z,w,u,$,V,PL,2,HOD	m,a,n,z,w,u
i,n,z,f,a,$,COPY	i,n,z,f,a
i,n,z,f,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,n,z,f,a
i,s,z,c,a,$,COPY	i,s,z,c,a
i,s,z,c,a,$,V,SG,3,HOD	a,s,z,c,a
i,u,d,u,r,$,COPY	i,u,d,u,r
i,u,d,u,r,$,V,PL,3,PST	v,a,k,a,u,d,u,r
i,n,c,w,p,$,COPY	i,n,c,w,p
i,n,c,w,p,$,V,PL,3,FUT	v,a,c,h,a,n,c,w,p
i,n,z,o,a,$,COPY	i,n,z,o,a
i,n,z,o,a,$,V,SG,2,PST	w,a,k,a,n,z,o,a
i,n,w,w,d,$,COPY	i,n,w,w,d
i,n,w,w,d,$,V,SG,1,PRS	n,d,i,n,o,n,w,w,d
i,b,n,w,v,$,COPY	i,b,n,w,v
i,b,n,w,v,$,V,PL,3,PRS	v,a,n,o,b,n,w,v
i,w,n,w,a,$,COPY	i,w,n,w,a
i,w,n,w,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,w,n,w,a
i,n,z,w,m,$,COPY	i,n,z,w,m
i,n,z,w,m,$,V,PL,2,FUT	m,u,c,h,a,n,z,w,m
i,n,o,o,k,$,COPY	i,n,o,o,k
i,n,o,o,k,$,V,PL,2,PST	m,a,k,a,n,o,o,k
i,b,z,i,a,$,COPY	i,b,z,i,a
i,b,z,i,a,$,V,SG,2,PRS	u,n,o,b,z,i,a
i,m,z,w,y,$,COPY	i,m,z,w,y
i,m,z,w,y,$,V,SG,2,FUT	u,c,h,a,m,z,w,y
i,h,z,v,a,$,COPY	i,h,z,v,a
i,h,z,v,a,$,V,PL,1,HOD	t,a,h,z,v,a
i,n,z,h,a,$,V,SG,1,HOD	n,d,a,n,z,h,a
i,r,z,y,a,$,COPY	i,r,z,y,a
i,r,z,y,a,$,V,SG,2,HOD	w,a,r,z,y,a
i,k,z,d,a,$,COPY	i,k,z,d,a
i,k,z,d,a,$,V,PL,1,PRS	t,i,n,o,k,z,d,a
i,n,z,w,b,$,V,PL,1,PST	t,a,k,a,n,z,w,b
i,k,z,v,a,$,COPY	i,k,z,v,a
i,k,z,v,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,k,z,v,a
i,t,k,w,c,$,COPY	i,t,k,w,c
i,t,k,w,c,$,V,PL,3,HOD	v,a,t,k,w,c
i,n,z,w,a,$,V,SG,3,PRS	a,n,o,n,z,w,a
t,v,w,o,p,a,$,COPY	t,v,w,o,p,a
t,v,w,o,p,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,t,v,w,o,p,a
t,u,v,o,d,a,$,COPY	t,u,v,o,d,a
t,u,v,o,d,a,$,V,SG,1,FUT	n,d,i,c,h,a,t,u,v,o,d,a
t,s,v,z,o,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,t,s,v,z,o,a
